subtitle,airdate,image,pullquote_attribution,show,image_caption,grandparent,guid,readable_transcript,story_ptr,title,audio_may_drm_download,publish_to_podcasts,_show,location,latitude,external_ref,show_number,cheesyfeed_huid,audio_may_stream,content_type,publish_at,last_editor,additional_airing_info,text_summary,audio_may_download,longitude,lede,expiration,_site,newsdate,pullquote_date,status,itunes_summary,creator,modified_at,manageditem_ptr,denormalized_duration,video,video_podcast,itunes_title,id,pullquote_person,itunes_season,canonical_url,template,enable_comments,itunes_episode_type,evergreen,itunes_description,description,parent,tags,pullquote,local_region,slug,tease,audio_may_embed,created_at,social_headline,short_title,video_podcast_length,old_guid,itunes_episode,audio
,2023-10-23,https://media.wnyc.org/i/1860/1240/l/80/2023/10/_I_Need_That_0438_VqBoDgJ.jpg,,All Of It,,,18d81d73-cd0b-4e66-b7cb-778af105551a,,"Danny DeVito, Lucy DeVito, and Theresa Rebeck on 'I Need That,' Roz Chast, the New Perelman Performing Arts Center, Thurston Moore's Memoir ","Danny DeVito, Lucy DeVito, and Theresa Rebeck on 'I Need That,' Roz Chast, the New Perelman Performing Arts Center, Thurston Moore's Memoir ",True,True,All Of It,,,,,,True,episode,2023-10-23 11:29:43,jlauf,,,True,,,,www.wnyc.org,2023-10-23 14:20:55.395462,,4,,,2023-10-23 14:20:55.992600,"Danny DeVito, Lucy DeVito, and Theresa Rebeck on 'I Need That,' Roz Chast, the New Perelman Performing Arts Center, Thurston Moore's Memoir ",4501,,,,1375209,,,,story_default,True,f,False,,"<p>Golden Globe winning actor <strong>Danny DeVito</strong> and his daughter <strong>Lucy DeVito</strong> are starring together in a new Broadway play! The DeVitos and playwright Theresa Rebeck join us to discuss their show, ""I Need That,"" which follows the story of a man struggling with hoarding who must clean out his place... or face eviction.<em> ""I Need That""</em> is on Broadway through Dec. 30th.</p>
<p>""I like to think of dreams as a mystery,"" writes <strong>Roz Chast</strong> in the introduction to her latest book. ""I don't need to know exactly why they are there or what they are. The fact that they exist at all is kind of miraculous."" In <em>I Must Be Dreaming</em>, she explores some of hers in both words and pictures and covers nightmares about produce, dreams about Fran Lebowitz roller skating and weird smells in outer space.</p>
<p>Described as ""the most glamorous civic building to land in New York in years,"" the Perelman Performing Arts Center recently opened its doors downtown in the World Trade area. We'll hear about the vision of the building, two decades after 9/11 and the inaugural arts season from artistic director <strong>Bill Rauch</strong> and executive director <strong>Khady Kamara</strong>.</p>
<p>In a new memoir, <strong>Thurston Moore</strong> reflects on his life and career, from childhood to founding the band Sonic Youth and carving out a space in New York music history, and beyond. Moore joins us to discuss <em>Sonic Life.</em></p>",all-it,"arts, books, roz_chast, danny_devito, thurston_moore, sonic_youth, ",,,all-of-it-2023-10-23,"Danny &amp; Lucy DeVito and playwright Theresa Rebeck on ""I Need That."" Roz Chast's new book. Celebrating the new Perelman Performing Arts Center. Sonic Youth's Thurston Moore on his memoir.",True,2023-10-23 11:34:04.309998,,,0,,,
,2023-10-23,https://media.wnyc.org/i/1310/874/l/80/1/ab_ny_0211_1.jpg,,New Sounds,,,e2aa837c-6d67-43ec-925d-22f5ff6982b5,,"#4806, Minimalism With Winds ","#4806, Minimalism With Winds ",True,False,New Sounds,,,,4806,,True,episode,2023-10-23 09:53:13,chavlik,,,False,,,,www.newsounds.org,2023-10-23 12:00:00,,4,,,2023-10-25 11:48:13.321113,"#4806, Minimalism With Winds ",3327,,,,1375201,,,,story_default,True,f,False,,"<p><span>There's&nbsp;<span>music with a minimalist or post-minimalist sense of motion, all featuring reed instruments,&nbsp;</span><span>in</span><span><span>&nbsp;</span>music by London-based French-born producer and&nbsp;</span><span>composer Akusmi,&nbsp;English composer, producer, pianist and violinist Poppy Ackroyd, and American minimalist Steve Reich.</span></span></p>
<p>Hear music from an opera without human voices,&nbsp;<em>Dialogue,</em>&nbsp;by Russian-born, American-based composer and pianist Anton Batagov, featuring motoric piano and saxophone, and the automated voice of a Russian banking system. Then, there&rsquo;s music where jazz and ambient music meet minimalism by French-born London-based producer/composer Akusmi (aka Pascal Bideau) for alto saxophone, clarinet and piano with embellishments of ambience and minimal percussive elements. The work may draw a line back to the pieces in the <em>Counterpoint</em> series by American minimalist composer Steve Reich. Listen to some of New York Counterpoint featuring Bang on a Can reed specialist Ken Thomson, recorded for New Sounds Live in 2019.</p>
<p>Plus, hear minimalist music by Brighton-based composer, producer, pianist and violinist Poppy Ackroyd, with help from clarinetist Mike Lesirge. Also,&nbsp; listen to work of classic minimalism from English composer Michael Nyman and the full might of the Michael Nyman Band. And more. - <em>Caryn Havlik</em></p>
<p><span>Program #4806, Minimalism With Winds (First aired 10/23/2023)</span></p>
<p><span>ARTIST:&nbsp;<span>Ken Thomson, Clarinet, Bass Clarinet&nbsp;</span><span>(of Ensemble Signal)</span><span><br /><span><span>WORK:&nbsp;Steve Reich: New York Counterpoint [1:00]</span><br /><span>RECORDING: New Sounds Live, 10/16/19</span><br /><span>SOURCE:&nbsp;This performance not commercially available.&nbsp;</span><br /><span>INFO:&nbsp;</span><a href=""https://signalensemble.org/"" target=""_blank"">signalensemble.org</a></span></span></span></p>
<p><span>ARTIST: Akusmi&nbsp;</span><br /><span>WORK:&nbsp;&nbsp;Secant [6:49]</span><br /><span>RECORDING:&nbsp;Lines</span><br /><span>SOURCE: Tonal Union Records Ltd</span><br /><span>INFO:<span>&nbsp;</span></span><a href=""https://akusmi.bandcamp.com/album/lines"" target=""_blank"">akusmi.bandcamp.com</a></p>
<p><span>ARTIST:&nbsp;</span><span>Ken Thomson, Clarinet, Bass Clarinet&nbsp;</span><span>(of Ensemble Signal)</span><span><br /><span><span>WORK:&nbsp;Steve Reich: New York Counterpoint&nbsp; - Finale [3:24]</span><br /><span>RECORDING: New Sounds Live, 10/16/19</span><br /><span>SOURCE:&nbsp;This performance not commercially available.&nbsp;</span><br /><span>INFO:&nbsp;</span><a href=""https://signalensemble.org/"" target=""_blank"">signalensemble.org</a></span></span></p>
<p><span><span>ARTIST: Anton Batagov<br />WORK: The System [6:20]<br />RECORDING:&nbsp;Dialog<br />SOURCE:&nbsp;Fancy Music<br />INFO:&nbsp;<a href=""https://caterinabarbieri.bandcamp.com/album/spirit-exit"" target=""_blank""></a><span><a href=""https://fancymusic.bandcamp.com/album/--22"" target=""_blank"">fancymusic.bandcamp.com</a></span></span></span></p>
<p><span><span><span>ARTIST: Akusmi&nbsp;<br /><span>WORK:&nbsp;Oblique<span>&nbsp;</span>[8:39]</span><br /><span>RECORDING:&nbsp;Lines</span><br /><span>SOURCE: Tonal Union Records Ltd</span><br /><span>INFO:<span>&nbsp;</span></span><a href=""https://akusmi.bandcamp.com/album/lines"" target=""_blank"">akusmi.bandcamp.com</a></span></span></span></p>
<p><span><span><span>ARTIST:&nbsp;Poppy Ackroyd&nbsp;<br /><span>WORK:&nbsp;The Calm Before [6:10]</span><br /><span>RECORDING:&nbsp;Resolve</span><br /><span>SOURCE:&nbsp;Denovali Records</span><br /><span>INFO:&nbsp;</span><a href=""https://poppy.bandcamp.com/album/resolve"">poppy.bandcamp.com</a></span></span></span></p>
<p><span>ARTIST: Michael Nyman Band</span><br /><span>WORK: Water Dance No. 3 [5:50]</span><br /><span>RECORDING: <span>The Essential Michael Nyman Band</span></span><br /><span>SOURCE: Argo #436 820</span><br /><span>INFO:&nbsp;<span>Available at Spotify, YouTube, AppleMusic, Amazon.com, Discogs.com</span></span></p>
<p><span>ARTIST:Wim Mertens</span><br /><span>WORK: Struggle for Pleasure [3:00]</span><br /><span>RECORDING: Close Cover</span><br /><span>SOURCE: Windham Hill </span><br /><span>INFO: <a href=""https://www.wimmertens.com"" target=""_blank"">wimmertens.com</a></span></p>",newsounds,"music, steve_reich, akusmi, poppy_ackroyd, wim_mertens, michael_nyman, anton_batagov, ",,,4806-minimalism-winds,"Hear music with a minimalist sense of motion, all featuring reed instruments,&nbsp;in music by producer/composer Akusmi, English composer Poppy Ackroyd, and American minimalist Steve Reich.",True,2023-10-23 11:01:01.093633,,,0,,,newsounds/newsounds1028323.mp3
,2023-10-23,https://media.wnyc.org/i/1860/1239/l/80/2023/10/AP23294776737189.jpg,,The Brian Lehrer Show,,,7c4e8863-8e80-41a0-9a9c-bcd40f3b2eb9,,Monday Morning Politics; One Student's Journey With Dyslexia; Pop Quiz: NYC History; 20 Years of StoryCorps; Can't-Miss Culture: Music,Monday Morning Politics; One Student's Journey With Dyslexia; Pop Quiz: NYC History; 20 Years of StoryCorps; Can't-Miss Culture: Music,True,False,The Brian Lehrer Show,,,,,,True,episode,2023-10-23 02:00:00,mcroke,,,True,,,2023-10-24 09:20:19.851235,www.wnyc.org,2023-10-23 12:57:44.952401,,4,,,2023-10-23 12:57:45.397299,Monday Morning Politics; One Student's Journey With Dyslexia; Pop Quiz: NYC History; 20 Years of StoryCorps; Can't-Miss Culture: Music,4259,,,,1375190,,,,story_default,True,f,False,,"<p>On today's show:&nbsp;</p>
<ul>
<li>
<p><strong>Mara Liasson</strong>, NPR national political correspondent, talks about the latest national political news, including how President Biden is trying to influence Israel, the speaker situation in the House and the Republicans in disarray and more.</p>
</li>
<li>
<p><strong>Jessica Gould</strong>, education reporter for WNYC and Gothamist, recounts one family's year-long battle with New York City's Department of Education to help their child receive the specialized instruction required while growing up with dyslexia.</p>
</li>
<li>
<p>Listeners call in to try their hand at a New York City history quiz.</p>
</li>
<li>
<p><strong>Dave Isay</strong>, founder and president of StoryCorps, reflects on 20 years of stories produced by StoryCorps.</p>
</li>
<li>
<p><strong>John Schaefer</strong>, host of WNYC's New Sounds, shares some of the NYC musical offerings to catch this fall.</p>
</li>
</ul>
<p><em data-stringify-type=""italic"">Transcripts are posted to each segment as they become available.</em></p>",bl,"world_news, politics, national_news, local_wnyc, education, dyslexia, israel_hamas_war, foreign_policy, quiz, history, culture, music, ",,1,the-brian-lehrer-show-2023-10-23,Monday Morning Politics; One Student's Journey With Dyslexia; Pop Quiz: NYC History; 20 Years of StoryCorps; Can't-Miss Culture: Music,True,2023-10-23 08:11:30.184499,,,0,,,
,2023-10-20,,,The Political Scene | The New Yorker,,,a7352866-c0e6-4ef0-aaa7-37263c7818a5,,Joe Biden’s Bear-Hug Diplomacy in Israel ,Joe Biden’s Bear-Hug Diplomacy in Israel ,True,True,The Political Scene | The New Yorker,,,,,,True,episode,2023-10-20 17:31:38,mmoses,,,True,,,2023-10-27 20:17:12.140435,www.wnyc.org,2023-10-20 20:17:12.140435,,4,"This week, President Biden made a diplomatic visit to Tel Aviv, and sought aid from Congress for both Israel and Ukraine. ",,2023-10-20 20:17:12.145062,Joe Biden’s Bear-Hug Diplomacy in Israel ,1941,,,Joe Biden’s Bear-Hug Diplomacy in Israel ,1374871,,,,story_default,False,f,False,"<p><span>The Washington Roundtable: </span><a href=""https://www.newyorker.com/tag/joe-biden""><span>President Biden</span></a><span> embraced the Israeli Prime Minister, </span><a href=""https://www.newyorker.com/tag/benjamin-netanyahu""><span>Benjamin Netanyahu</span></a><span>, in Tel Aviv this week, reiterating America&rsquo;s support for Israel amid its war with Hamas. The President brokered a deal to allow humanitarian aid to enter Gaza and warned Israelis not to be &ldquo;consumed&rdquo; by rage as they respond to </span><a href=""https://www.newyorker.com/news/dispatch/the-devastation-of-beeri""><span>Hamas&rsquo;s October 7th massacre of civilians</span></a><span> in the country. &ldquo;It&rsquo;s not clear yet what really has been accomplished by this extraordinary amount of personal diplomacy,&rdquo; the </span><i><span>New Yorker</span></i><span> staff writer </span><a href=""https://www.newyorker.com/contributors/susan-b-glasser""><span>Susan B. Glasser</span></a><span> said. Senior Israeli officials are allegedly predicting several years or even a decade of war. Meanwhile, the Biden Administration is seeking more than a hundred billion dollars in federal funding, including assistance for Israel, Ukraine, and Taiwan. But, because the raucous battle to elect a Speaker of the House is ongoing, the question of when this package might pass remains open. As the staff writer </span><a href=""https://www.newyorker.com/contributors/evan-osnos""><span>Evan Osnos</span></a><span> noted, the events of the past two weeks underscore the challenges that democracy is facing both at home and abroad. The staff writer </span><a href=""https://www.newyorker.com/contributors/jane-mayer""><span>Jane Mayer</span></a><span> joins Glasser and Osnos in conversation about it all.</span></p>","<p><span>The Washington Roundtable: </span><a href=""https://www.newyorker.com/tag/joe-biden""><span>President Biden</span></a><span> embraced the Israeli Prime Minister, </span><a href=""https://www.newyorker.com/tag/benjamin-netanyahu""><span>Benjamin Netanyahu</span></a><span>, in Tel Aviv this week, reiterating America&rsquo;s support for Israel amid its war with Hamas. The President brokered a deal to allow humanitarian aid to enter Gaza and warned Israelis not to be &ldquo;consumed&rdquo; by rage as they respond to </span><a href=""https://www.newyorker.com/news/dispatch/the-devastation-of-beeri""><span>Hamas&rsquo;s October 7th massacre of civilians</span></a><span> in the country. &ldquo;It&rsquo;s not clear yet what really has been accomplished by this extraordinary amount of personal diplomacy,&rdquo; the </span><em><span>New Yorker</span></em><span> staff writer </span><a href=""https://www.newyorker.com/contributors/susan-b-glasser""><span>Susan B. Glasser</span></a><span> said. Senior Israeli officials are allegedly predicting several years or even a decade of war. Meanwhile, the Biden Administration is seeking more than a hundred billion dollars in federal funding, including assistance for Israel, Ukraine, and Taiwan. But, because the raucous battle to elect a Speaker of the House is ongoing, the question of when this package might pass remains open. As the staff writer </span><a href=""https://www.newyorker.com/contributors/evan-osnos""><span>Evan Osnos</span></a><span> noted, the events of the past two weeks underscore the challenges that democracy is facing both at home and abroad. The staff writer </span><a href=""https://www.newyorker.com/contributors/jane-mayer""><span>Jane Mayer</span></a><span> joins Glasser and Osnos in conversation about it all.</span></p>",new-yorker-political-scene,"politics, world_news, israel, ukraine, national_security, ",,,joe-bidens-bear-hug-diplomacy-israel,"This week, President Biden made a diplomatic visit to Tel Aviv, and sought aid from Congress for both Israel and Ukraine.",True,2023-10-20 17:33:00.136418,,,0,,,tnypoliticalscene/tnypoliticalscene102023_biden.mp3
,2023-10-20,https://media.wnyc.org/i/1400/1400/l/80/2020/02/BrianLehrerDailyPolitics_art_1400x1400.png,,Brian Lehrer: A Daily Politics Podcast,,,bf3c83d4-1683-4c24-b5f3-0bb5c6aa709f,,Hamas's Possible Plans For The Hostages In Gaza,Hamas's Possible Plans For The Hostages In Gaza,True,True,Brian Lehrer: A Daily Politics Podcast,,,,921,,True,episode,2023-10-20 16:07:38,zcohen,,,True,,,,www.wnycstudios.org,2023-10-20 16:13:43.765031,,4,,,2023-10-20 16:13:43.775998,Hamas's Possible Plans For The Hostages In Gaza,1283,,,Hamas's Possible Plans For The Hostages In Gaza,1374834,,,,story_default,False,f,False,"<p><span>Hamas is still holding an estimated 200+ people hostage after&nbsp;</span><span>a large-scale offensive</span><span>&nbsp;last week.&nbsp;</span><span>On today's show,&nbsp;</span>Graeme Wood, staff writer at<span>&nbsp;</span><em>The Atlantic</em><span>&nbsp;</span>and the author of<span>&nbsp;</span><em>The Way of the Strangers: Encounters With the Islamic State</em><span>&nbsp;</span>(Random House, 2016), talks about the current status of the hostages after Israeli officials provided him a document they claimed Hamas produced outlining how to&nbsp;navigate possible hostage situations.&nbsp;</p>","<p><span>Hamas is still holding an estimated 200+ people hostage after&nbsp;</span><span>a large-scale offensive</span><span>&nbsp;last week.&nbsp;</span></p>
<p><span><strong>On Today's Show:</strong><br /></span><strong>Graeme Wood</strong>, staff writer at <em>The Atlantic</em> and the author of <em>The Way of the Strangers: Encounters With the Islamic State</em> (Random House, 2016), talks about the current status of the hostages after Israeli officials provided him a document they claimed Hamas produced outlining how to&nbsp;navigate possible hostage situations.&nbsp;</p>",bl-daily-podcast," world_news, hamas, israel, hostages, gaza, conflict, violence, war, kidnapping, middle_east, biden, ",,,hamass-possible-plans-hostages-gaza,Hamas is still holding an estimated 200+ people hostage after a large-scale offensive&nbsp;last week.&nbsp;,True,2023-10-20 16:13:43.775978,,,0,,921,bl-daily-politics-podcast/bl-daily-politics-podcast102023_introdu.mp3
,2023-10-27,https://media.wnyc.org/i/1024/687/l/80/2023/10/2021-Turtle-Island-Quartet-142-photo-by-Sylvia-Elzafon.jpg,,Gig Alerts,,,13e3b373-b7e3-4172-b83d-a63ea82990c4,,Turtle Island Quartet: Island Prayers at Alice Tully Hall,Turtle Island Quartet: Island Prayers at Alice Tully Hall,True,False,Gig Alerts,,,,,,True,episode,2023-10-20 15:14:37,chavlik,,,False,,,,www.newsounds.org,2023-10-27 12:00:00,,4,,,2023-10-20 15:54:15.692324,Turtle Island Quartet: Island Prayers at Alice Tully Hall,119,,,,1374828,,,,story_default,False,f,False,,"<p><a href=""https://tickets.lincolncenter.org/syos/performance/26208"" target=""_blank"">Turtle Island Quartet: Island Prayers at Alice Tully Hall</a><br />Oct. 27. 7:30PM.&nbsp;Choose What You Pay: $5+up</p>
<p>The Turtle island Quartet started in the <span>mid 1980s</span>. Founding violinist David Balakrishnan wanted a string quartet that could play jazz standards as well as original music that drew on American roots music, Indian classical music, and touches of classical or rock. Now, the Turtle Island Quartet has unveiled a new project, working with other composers who also like to color outside the lines. One of&nbsp;those composers is Terence Blanchard, the jazz musician and film score composer whose operas have been heard at the Met.&nbsp;Turtle Island Quartet plays music by Terence Blanchard,&nbsp;Jerod Impichchaachaaha' Tate, Rhiannon Giddens, and&nbsp;<span>by the quartet&rsquo;s founder Balakrishnan</span> at Alice Tully Hall on Oct. 27.&nbsp;</p>",gig-alerts,"music, turtle_island, terence_blanchard, david_balakrishnan, alice_tully_hall",,,turtle-island-quartet-island-prayers-alice-tully-hall,"Turtle Island Quartet plays music by Terence Blanchard,&nbsp;Jerod Impichchaachaaha' Tate,&nbsp;Rhiannon Giddens, and&nbsp;by the quartet&rsquo;s founder Balakrishnan&nbsp;at&nbsp;Alice Tully Hall on Oct. 27.&nbsp;",True,2023-10-20 15:54:15.692308,,,0,,,soundcheckgigalert/soundcheckgigalert102723_discover.mp3
,2023-10-26,https://media.wnyc.org/i/600/701/l/80/2022/07/Loyle_Carner_Discogs.jpg,,Gig Alerts,,,6fab5524-3c2b-4c55-bebc-f7ebd76640a3,,Loyle Carner at Irving Plaza,Loyle Carner at Irving Plaza,True,False,Gig Alerts,,,,,,True,episode,2023-10-20 14:17:13,chavlik,,,False,,,,www.newsounds.org,2023-10-26 12:00:00,,4,,,2023-10-20 15:44:15.099054,Loyle Carner at Irving Plaza,89,,,,1374823,,,,story_default,False,f,False,,"<p><span><a href=""https://concerts.livenation.com/loyle-carner-new-york-new-york-10-26-2023/event/00005EC8E0FC7E94"" target=""_blank"">Loyle Carner at Irving Plaza</a><br />Oct. 26. 7PM. $53.66</span></p>
<p>Loyle Carner (aka <span>B</span><span>en Coyle-Larner)&nbsp;</span>can apparently rap about anything. The London artist has released songs where he talks about running out of money because he spent it all on old CDs. But he also talks about how, these days, his bank account has so many zeroes, it&rsquo;s disgraceful, to quote him. Family life, food, soccer, poetry, the weight of being Black in modern Britain &ndash; it seems no subject is too small or too grave for him to tackle. Loyle Carner is, somewhat surprisingly but deservedly, a star in England; but he&rsquo;s still relatively unknown here in the States. Loyle Carner&nbsp;performs on Oct. 26 at Irving Plaza.&nbsp; </p>",gig-alerts,"music, hip_hop, loyle_carner, irving_plaza, ",,,loyle-carner-irving-plaza,"English hip hop musician Loyle Carner&nbsp;raps about family life, food, soccer, poetry, the weight of being Black in modern Britain.&nbsp;He&nbsp;performs on Oct. 26 at&nbsp;Irving Plaza.&nbsp;",True,2023-10-20 15:44:15.099039,,,0,,,soundcheckgigalert/soundcheckgigalert102623_discover.mp3
,2023-10-24,https://media.wnyc.org/i/600/375/l/80/2023/10/fme_2023_artiste_ariellesoucy1_1024x640-1-1024x640-1-600x375.jpeg,,Gig Alerts,,,097db4e6-4d82-4f0c-8eb9-b4853d06a28d,,"Arielle Soucy - ""Il n'y a rien que je ne suis pas"" (Weekly Music Roundup)","Arielle Soucy - ""Il n'y a rien que je ne suis pas"" (Weekly Music Roundup)",True,False,Gig Alerts,,,,,,True,episode,2023-10-20 14:11:24,chavlik,,,False,,,,www.newsounds.org,2023-10-24 12:00:00,,4,,,2023-10-20 14:16:59.521206,"Arielle Soucy - ""Il n'y a rien que je ne suis pas"" (Weekly Music Roundup)",90,,,,1374794,,,,story_default,False,f,False,,"<p>Arielle Soucy - ""Il <span>n'y</span> a <span>rien</span> que je ne suis pas"" (Weekly Music Roundup)</p>
<p>Singer and multi-instrumentalist Arielle Soucy writes gentle, sometimes dreamy songs that draw on psychedelic folk with occasional touches of soul or pop. She&rsquo;s based in Montreal and has just released an album called <em>Il <span>n'y</span> a <span>rien</span> que je ne suis pas</em> &ndash; &ldquo;there is nothing that I am not.&rdquo; Sung in a mix of French and English &ndash; sometimes on the same song &ndash; it showcases Soucy&rsquo;s vocals, often layered into a misty choral sound, with generally spare accompaniment.&nbsp; Here, in the album&rsquo;s title track, it&rsquo;s basically an acoustic guitar and some softly shuffling drums.&nbsp;Arielle Soucy's new song is part of our&nbsp;W<span>eekly Music Roundup.</span></p>",gig-alerts,"music, arielle_soucy, singer_songwriter, french, psych_folk",,,arielle-soucy-il-ny-rien-que-je-ne-suis-pas-weekly-music-roundup,"Montreal-based singer, author, composer, and multi-instrumentalist Arielle Soucy writes gentle, dreamy songs that draw on psychedelic folk with occasional touches of soul or pop.&nbsp;",True,2023-10-20 14:16:59.521185,,,0,,,soundcheckgigalert/soundcheckgigalert102423_discover.mp3
,2023-10-23,https://media.wnyc.org/i/545/545/l/80/2023/10/vagabon-vagabon-545.jpg,,Gig Alerts,,,55e54b67-0710-4add-b11d-7ae3bffb9df9,,Vagabon at Music Hall of Williamsburg,Vagabon at Music Hall of Williamsburg,True,False,Gig Alerts,,,,,,True,episode,2023-10-20 13:53:57,chavlik,,,False,,,,www.newsounds.org,2023-10-23 12:00:00,,4,,,2023-10-20 14:11:23.773839,Vagabon at Music Hall of Williamsburg,98,,,,1374787,,,,story_default,False,f,False,,"<p><a href=""https://www.axs.com/events/493577/vagabon-tickets"" target=""_blank"">Vagabon at Music Hall of Williamsburg</a><br />Oct. 24, 8PM. $34.94</p>
<p>Singer Laetitia <span>Tamko</span> was born in Cameroon but lives and makes music here in the States, using the name <span>Vagabon</span>. No D at the end &ndash; just <span>Vagabon</span>. Her self-titled album in 2019 was a critical favorite; she&rsquo;s performed with rock stars Courtney Barnett and Sharon Van Etten; and an orchestral version of one of her songs featured in the 2020 film <em>Antebellum</em>. It&rsquo;s not hard to hear why &ndash; <span>Vagabon&rsquo;s</span> voice is a mercurial but instantly recognizable one: rich and soulful whether gently crooning or belting out a big chorus.&nbsp;<span>Vagabon plays Tuesday&nbsp;</span>night, Oct. 24, at the Music Hall of Williamsburg.&nbsp;</p>
<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen=""allowfullscreen"" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/De_e_TgsXjE?si=ykI3Zad9zyuWkjuC"" width=""560"" title=""YouTube video player""></iframe></p>",gig-alerts,"music, singer_songwriter, vagabon, ",,,vagabon-music-hall-williamsburg,"Cameroon-born songwriter Vagabon&nbsp;makes ""music for outcasts"" and wants ""to feel safe and at home in my body and in my mind"". She plays at Music Hall of Williamsburg on Oct. 24.",True,2023-10-20 14:11:23.773827,,,0,,,soundcheckgigalert/soundcheckgigalert102323_discover.mp3
,2023-10-21,https://media.wnyc.org/i/1860/1239/c/80/2023/10/HochulWall.jpg,,Weekend Edition Saturday,,,796e780a-1b29-473a-a3de-d9a1337e68ef,,"This Week in Politics: Gov. Hochul, Mayor Adams weigh in on the Israel-Hamas War","This Week in Politics: Gov. Hochul, Mayor Adams weigh in on the Israel-Hamas War",True,False,Weekend Edition Saturday,,,,,,True,episode,2023-10-21 04:00:00,dfurst,,,False,,,,www.wnyc.org,2023-10-21 12:00:00,,1,,,2023-10-20 13:40:05.202741,"This Week in Politics: Gov. Hochul, Mayor Adams weigh in on the Israel-Hamas War",450,,,,1374762,,,,story_default,False,f,False,,"<p>The war between Israel and Hamas is on the hearts and minds of many in our area. And given the sensitivity of the situation, there's been a spotlight on how our elected leaders respond in times like these. WNYC's <a href=""https://www.wnyc.org/people/elizabeth-kim/"">Elizabeth Kim</a> and <a href=""https://www.wnyc.org/people/jon-campbell-3/"">Jon Campbell</a> join Weekend Edition host <a href=""https://www.wnyc.org/people/david-furst/"">David Furst</a> to discuss how Mayor Adams and Governor Hochul are responding to the news.</p>
<p>&nbsp;</p>",weekend-edition-saturday,"news, local_wnyc, israel_hamas_war, israel, gaza_strip, governor_kathy_hochul, mayor_eric_adams, politics, ",,1,week-politics-governor-hochul-and-mayor-adams-weigh-israel-hamas-war,A look at how New York's leaders have responded to the conflict.,True,2023-10-20 13:18:13.872886,,,0,,,news/news20231021_twip_ny_response_web.mp3
,2023-10-20,https://media.wnyc.org/i/1860/1239/l/80/2023/10/AP23292546368475.jpg,,On the Media,,,1e14a664-5485-4fc3-aa5a-a6e6ff155e21,"Transcript of '', status: done, by: other","The Fog of War, and the Deadly Toll of Reporting from Gaza and Israel","The Fog of War, and the Deadly Toll of Reporting from Gaza and Israel",True,True,On the Media,,,,,,True,episode,2023-10-20 18:39:00,eblondiau,,,True,,,,www.wnycstudios.org,2023-10-20 12:00:00,,4,,,2023-10-25 15:21:36.767523,"The Fog of War, and the Deadly Toll of Reporting from Gaza and Israel",3095,,,,1374711,,,,story_default,False,f,False,,"<p><span>More than twenty journalists have been killed during the recent Israel-Hamas conflict. On this week&rsquo;s On the Media, hear about the deadly challenges facing reporters on the ground. Plus, why comparisons of the Hamas attack on October 7th to September 11th serve as a warning for the geopolitical fallout that may lie ahead.</span></p>
<p>1. OTM host Brooke Gladstone [<a href=""https://twitter.com/OTMBrooke"">@OTMBrooke</a>] on the worsening fog of war surrounding Israel and Palestine, and the confusion and disinformation&nbsp;in the coverage of the conflict. <a href=""https://www.wnycstudios.org/podcasts/otm/segments/fog-war-devastating-conflict-on-the-media "">Listen</a>.</p>
<p><span></span>2. OTM correspondent Micah Loewinger [<a href=""https://twitter.com/MicahLoewinger"">@MicahLoewinger</a>] and&nbsp;<span>Sherif Mansour, the Middle East and North Africa Program Coordinator for the Committee to Protect Journalists, on the&nbsp;</span><span>sharp rise in cases of violence against&nbsp;reporters in Gaza and Israel. <a href=""https://www.wnycstudios.org/podcasts/otm/segments/deadly-toll-reporting-gaza-on-the-media"">Listen</a>.&nbsp;</span></p>
<p>3. Tareq Baconi, president of the board of Al-Shabaka, the Palestinian Policy Network<em><span>, </span></em><span>and&nbsp;</span>David Klion<span>&nbsp;[<a href=""https://twitter.com/DavidKlion"">@DavidKlion</a></span><span>],&nbsp;contributing editor at Jewish Currents, on&nbsp;why&nbsp;comparisons of 9/11 to&nbsp;the Hamas attack forewarn us of geopolitical conflict. <a href=""https://www.wnycstudios.org/podcasts/otm/segments/global-implications-conflict-gaza-israel-on-the-media "">Listen</a></span><span><span>.</span></span></p>
<p>&nbsp;</p>
<p><span><span></span></span>&nbsp;</p>",otm," news, gaza, israel, hamas, idf, netanyahu, war_reporting, fog_of_war, palestine, ",,,on-the-media-fog-war-deadly-reporting-gaza-israel,Steady descent&nbsp;into the&nbsp;fog of war; the deadly challenges&nbsp;of&nbsp;reporting from Gaza and Israel.,True,2023-10-20 12:03:55.305129,,,0,,,otm/otm102023_cms1374711_pod.mp3
